0,gene,renum,From,To,Species,Gene Name,Finder_Score,Gene Symbol,Description_x,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link,GeneID,Symbol,Description_y,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent,Similarity,entry_id,K-Shell,Degree,PageRank,Betweenness,Collective_influence,AP,layer,connected component changes,LCC changes,Score_total
316,821,316,CANX,821,Homo sapiens,calnexin(CANX),0.75479609,CANX,Calnexin,Protein Coding,P27824,58,GC05P179678,33.05197525,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CANX,821,CANX,calnexin,CNX|IP90|P90,protein-coding,ENSG00000127022,active,NC_000005.10,179678646,179731641,positive,5951,GO:0003723///GO:0005509///GO:0005515///GO:0030246///GO:0034185///GO:0035255///GO:0051082,GO:0006457///GO:0007568///GO:0009306///GO:0019082///GO:0030433///GO:0034975///GO:0048488///GO:0072583,GO:0005783///GO:0005788///GO:0005789///GO:0005790///GO:0005791///GO:0005840///GO:0016020///GO:0030424///GO:0032839///GO:0032991///GO:0042470///GO:0043025///GO:0043197///GO:0044233///GO:0044322///GO:0045211///GO:0048787///GO:0070062///GO:0098978,RNA binding///calcium ion binding///protein binding///carbohydrate binding///apolipoprotein binding///ionotropic glutamate receptor binding///unfolded protein binding,protein folding///aging///protein secretion///viral protein processing///ubiquitin-dependent ERAD pathway///protein folding in endoplasmic reticulum///synaptic vesicle endocytosis///clathrin-dependent endocytosis,endoplasmic reticulum///endoplasmic reticulum lumen///endoplasmic reticulum membrane///smooth endoplasmic reticulum///rough endoplasmic reticulum///ribosome///membrane///axon///dendrite cytoplasm///protein-containing complex///melanosome///neuronal cell body///dendritic spine///mitochondria-associated endoplasmic reticulum membrane///endoplasmic reticulum quality control compartment///postsynaptic membrane///presynaptic active zone membrane///extracellular exosome///glutamatergic synapse,0.25,821,13,45,0.001631783,0.008632394,71368,821,1,1,0.000808081,0.000152484
757,1956,757,EGFR,1956,Homo sapiens,epidermal growth factor receptor(EGFR),0.90343996,EGFR,Epidermal Growth Factor Receptor,Protein Coding,P00533,68,GC07P055019,159.0245209,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR,1956,EGFR,epidermal growth factor receptor,ERBB|ERBB1|ERRP|HER1|NISBD2|PIG61|mENA,protein-coding,ENSG00000146648,active,NC_000007.14,55019017,55211628,positive,11439,GO:0001618///GO:0003682///GO:0003690///GO:0004709///GO:0004713///GO:0004714///GO:0004888///GO:0005006///GO:0005515///GO:0005524///GO:0019899///GO:0019900///GO:0019903///GO:0030235///GO:0030296///GO:0030297///GO:0031625///GO:0042802///GO:0045296///GO:0048408///GO:0051015///GO:0051117,GO:0000165///GO:0000902///GO:0001503///GO:0001892///GO:0001934///GO:0001942///GO:0007165///GO:0007166///GO:0007169///GO:0007171///GO:0007173///GO:0007202///GO:0007275///GO:0007435///GO:0007611///GO:0008284///GO:0010750///GO:0014066///GO:0018108///GO:0021795///GO:0022008///GO:0030307///GO:0030335///GO:0033138///GO:0033674///GO:0034614///GO:0038083///GO:0038134///GO:0042059///GO:0042177///GO:0042327///GO:0043066///GO:0043406///GO:0045737///GO:0045739///GO:0045740///GO:0045893///GO:0045944///GO:0046328///GO:0046718///GO:0046777///GO:0048146///GO:0048546///GO:0050673///GO:0050679///GO:0050730///GO:0050999///GO:0051205///GO:0051897///GO:0060571///GO:0061029///GO:0061098///GO:0070141///GO:0070372///GO:0070374///GO:0071230///GO:0071276///GO:0071364///GO:0071392///GO:0090263///GO:0098609///GO:1900020///GO:1900087///GO:1901224///GO:1902895///GO:1903078///GO:1905208,GO:0000139///GO:0005615///GO:0005634///GO:0005737///GO:0005768///GO:0005789///GO:0005886///GO:0005925///GO:0009925///GO:0009986///GO:0010008///GO:0016020///GO:0016323///GO:0030054///GO:0030669///GO:0031901///GO:0031965///GO:0032587///GO:0032991///GO:0043235///GO:0045121///GO:0048471///GO:0070435///GO:0097489///GO:0097708,virus receptor activity///chromatin binding///double-stranded DNA binding///MAP kinase kinase kinase activity///protein tyrosine kinase activity///transmembrane receptor protein tyrosine kinase activity///transmembrane signaling receptor activity///epidermal growth factor receptor activity///protein binding///ATP binding///enzyme binding///kinase binding///protein phosphatase binding///nitric-oxide synthase regulator activity///protein tyrosine kinase activator activity///transmembrane receptor protein tyrosine kinase activator activity///ubiquitin protein ligase binding///identical protein binding///cadherin binding///epidermal growth factor binding///actin filament binding///ATPase binding,MAPK cascade///cell morphogenesis///ossification///embryonic placenta development///positive regulation of protein phosphorylation///hair follicle development///signal transduction///cell surface receptor signaling pathway///transmembrane receptor protein tyrosine kinase signaling pathway///activation of transmembrane receptor protein tyrosine kinase activity///epidermal growth factor receptor signaling pathway///activation of phospholipase C activity///multicellular organism development///salivary gland morphogenesis///learning or memory///positive regulation of cell population proliferation///positive regulation of nitric oxide mediated signal transduction///regulation of phosphatidylinositol 3-kinase signaling///peptidyl-tyrosine phosphorylation///cerebral cortex cell migration///neurogenesis///positive regulation of cell growth///positive regulation of cell migration///positive regulation of peptidyl-serine phosphorylation///positive regulation of kinase activity///cellular response to reactive oxygen species///peptidyl-tyrosine autophosphorylation///ERBB2-EGFR signaling pathway///negative regulation of epidermal growth factor receptor signaling pathway///negative regulation of protein catabolic process///positive regulation of phosphorylation///negative regulation of apoptotic process///positive regulation of MAP kinase activity///positive regulation of cyclin-dependent protein serine/threonine kinase activity///positive regulation of DNA repair///positive regulation of DNA replication///positive regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///regulation of JNK cascade///viral entry into host cell///protein autophosphorylation///positive regulation of fibroblast proliferation///digestive tract morphogenesis///epithelial cell proliferation///positive regulation of epithelial cell proliferation///regulation of peptidyl-tyrosine phosphorylation///regulation of nitric-oxide synthase activity///protein insertion into membrane///positive regulation of protein kinase B signaling///morphogenesis of an epithelial fold///eyelid development in camera-type eye///positive regulation of protein tyrosine kinase activity///response to UV-A///regulation of ERK1 and ERK2 cascade///positive regulation of ERK1 and ERK2 cascade///cellular response to amino acid stimulus///cellular response to cadmium ion///cellular response to epidermal growth factor stimulus///cellular response to estradiol stimulus///positive regulation of canonical Wnt signaling pathway///cell-cell adhesion///positive regulation of protein kinase C activity///positive regulation of G1/S transition of mitotic cell cycle///positive regulation of NIK/NF-kappaB signaling///positive regulation of miRNA transcription///positive regulation of protein localization to plasma membrane///negative regulation of cardiocyte differentiation,"Golgi membrane///extracellular space///nucleus///cytoplasm///endosome///endoplasmic reticulum membrane///plasma membrane///focal adhesion///basal plasma membrane///cell surface///endosome membrane///membrane///basolateral plasma membrane///cell junction///clathrin-coated endocytic vesicle membrane///early endosome membrane///nuclear membrane///ruffle membrane///protein-containing complex///receptor complex///membrane raft///perinuclear region of cytoplasm///Shc-EGFR complex///multivesicular body, internal vesicle lumen///intracellular vesicle",0.2,1956,15,221,0.006546277,0.050809781,1378520,1956,1,1,0.000808081,0.00014601
1389,3984,1389,LIMK1,3984,Homo sapiens,LIM domain kinase 1(LIMK1),0.26320208,LIMK1,LIM Domain Kinase 1,Protein Coding,P53667,62,GC07P074082,49.80438232,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMK1,3984,LIMK1,LIM domain kinase 1,LIMK|LIMK-1,protein-coding,ENSG00000106683,active,NC_000007.14,74083804,74122525,positive,3438,GO:0004672///GO:0004674///GO:0005515///GO:0005524///GO:0031072///GO:0046872///GO:0106310,GO:0006468///GO:0007165///GO:0007266///GO:0007399///GO:0030036///GO:0032233///GO:0038096///GO:0043149///GO:0045773///GO:0048675///GO:0051444///GO:0051496,GO:0001673///GO:0005634///GO:0005737///GO:0005829///GO:0005856///GO:0005925///GO:0016020///GO:0016607///GO:0030027///GO:0043005,protein kinase activity///protein serine/threonine kinase activity///protein binding///ATP binding///heat shock protein binding///metal ion binding///protein serine kinase activity,protein phosphorylation///signal transduction///Rho protein signal transduction///nervous system development///actin cytoskeleton organization///positive regulation of actin filament bundle assembly///Fc-gamma receptor signaling pathway involved in phagocytosis///stress fiber assembly///positive regulation of axon extension///axon extension///negative regulation of ubiquitin-protein transferase activity///positive regulation of stress fiber assembly,male germ cell nucleus///nucleus///cytoplasm///cytosol///cytoskeleton///focal adhesion///membrane///nuclear speck///lamellipodium///neuron projection,0.5,3984,8,13,0.000468984,0.000592526,7788,3984,2,1,0.001077006,0.000141735
533,1459,533,CSNK2A2,1459,Homo sapiens,casein kinase 2 alpha 2(CSNK2A2),0.78231741,CSNK2A2,Casein Kinase 2 Alpha 2,Protein Coding,P19784,57,GC16M058157,40.97345734,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A2,1459,CSNK2A2,casein kinase 2 alpha 2,CK2A2|CK2alpha'|CSNK2A1,protein-coding,ENSG00000070770,active,NC_000016.10,58157907,58198106,negative,2809,GO:0004674///GO:0005515///GO:0005524///GO:0047485///GO:0106310,GO:0006468///GO:0006915///GO:0007049///GO:0007283///GO:0016055///GO:0018105///GO:0018107///GO:0021987///GO:0051726///GO:0097421///GO:1903146///GO:1903955///GO:1905818///GO:2000059///GO:2001234,GO:0000785///GO:0001669///GO:0005634///GO:0005654///GO:0005829///GO:0005886///GO:0005956,protein serine/threonine kinase activity///protein binding///ATP binding///protein N-terminus binding///protein serine kinase activity,protein phosphorylation///apoptotic process///cell cycle///spermatogenesis///Wnt signaling pathway///peptidyl-serine phosphorylation///peptidyl-threonine phosphorylation///cerebral cortex development///regulation of cell cycle///liver regeneration///regulation of autophagy of mitochondrion///positive regulation of protein targeting to mitochondrion///regulation of chromosome separation///negative regulation of ubiquitin-dependent protein catabolic process///negative regulation of apoptotic signaling pathway,chromatin///acrosomal vesicle///nucleus///nucleoplasm///cytosol///plasma membrane///protein kinase CK2 complex,0.166666667,1459,15,66,0.00193544,0.004946043,151450,1459,2,1,0.001077006,0.000140427
177,387,177,RHOA,387,Homo sapiens,ras homolog family member A(RHOA),0.8234272,RHOA,Ras Homolog Family Member A,Protein Coding,P61586,63,GC03M049359,86.06941223,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA,387,RHOA,ras homolog family member A,ARH12|ARHA|EDFAOB|RHO12|RHOH12,protein-coding,ENSG00000067560,active,NC_000003.12,49359145,49411976,negative,2039,GO:0003924///GO:0003925///GO:0005515///GO:0005525///GO:0017022///GO:0019003///GO:0019901///GO:0019904///GO:0051022,GO:0001666///GO:0001764///GO:0001822///GO:0001998///GO:0002363///GO:0003100///GO:0006357///GO:0007015///GO:0007160///GO:0007163///GO:0007266///GO:0007519///GO:0008360///GO:0009410///GO:0009612///GO:0009749///GO:0010812///GO:0010977///GO:0016477///GO:0021762///GO:0021795///GO:0021861///GO:0030036///GO:0030307///GO:0030334///GO:0030521///GO:0030838///GO:0030865///GO:0031098///GO:0031122///GO:0031532///GO:0032467///GO:0032956///GO:0033144///GO:0033688///GO:0034329///GO:0034446///GO:0035385///GO:0036089///GO:0038027///GO:0042476///GO:0043123///GO:0043124///GO:0043149///GO:0043200///GO:0043280///GO:0043297///GO:0043366///GO:0043525///GO:0043542///GO:0043931///GO:0044319///GO:0045198///GO:0045471///GO:0045665///GO:0045666///GO:0045727///GO:0045792///GO:0046039///GO:0046638///GO:0048812///GO:0050773///GO:0050919///GO:0051384///GO:0051496///GO:0051893///GO:0051924///GO:0060071///GO:0060193///GO:0061383///GO:0070507///GO:0071222///GO:0071345///GO:0071803///GO:0071902///GO:0090051///GO:0090307///GO:0090324///GO:0097049///GO:0097498///GO:0099159///GO:1901224///GO:1902766///GO:1903427///GO:1903673///GO:1904695///GO:1904706///GO:1904753///GO:1904996///GO:1905274///GO:1990869///GO:2000177///GO:2000406///GO:2000672,GO:0005634///GO:0005768///GO:0005789///GO:0005829///GO:0005856///GO:0005886///GO:0005925///GO:0005938///GO:0030027///GO:0030054///GO:0030424///GO:0030496///GO:0030667///GO:0031234///GO:0031410///GO:0031982///GO:0032154///GO:0032587///GO:0042995///GO:0043197///GO:0043296///GO:0070062///GO:0071944///GO:0098794///GO:0098978///GO:0101003,GTPase activity///G protein activity///protein binding///GTP binding///myosin binding///GDP binding///protein kinase binding///protein domain specific binding///Rho GDP-dissociation inhibitor binding,"response to hypoxia///neuron migration///kidney development///angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure///alpha-beta T cell lineage commitment///regulation of systemic arterial blood pressure by endothelin///regulation of transcription by RNA polymerase II///actin filament organization///cell-matrix adhesion///establishment or maintenance of cell polarity///Rho protein signal transduction///skeletal muscle tissue development///regulation of cell shape///response to xenobiotic stimulus///response to mechanical stimulus///response to glucose///negative regulation of cell-substrate adhesion///negative regulation of neuron projection development///cell migration///substantia nigra development///cerebral cortex cell migration///forebrain radial glial cell differentiation///actin cytoskeleton organization///positive regulation of cell growth///regulation of cell migration///androgen receptor signaling pathway///positive regulation of actin filament polymerization///cortical cytoskeleton organization///stress-activated protein kinase signaling cascade///cytoplasmic microtubule organization///actin cytoskeleton reorganization///positive regulation of cytokinesis///regulation of actin cytoskeleton organization///negative regulation of intracellular steroid hormone receptor signaling pathway///regulation of osteoblast proliferation///cell junction assembly///substrate adhesion-dependent cell spreading///Roundabout signaling pathway///cleavage furrow formation///apolipoprotein A-I-mediated signaling pathway///odontogenesis///positive regulation of I-kappaB kinase/NF-kappaB signaling///negative regulation of I-kappaB kinase/NF-kappaB signaling///stress fiber assembly///response to amino acid///positive regulation of cysteine-type endopeptidase activity involved in apoptotic process///apical junction assembly///beta selection///positive regulation of neuron apoptotic process///endothelial cell migration///ossification involved in bone maturation///wound healing, spreading of cells///establishment of epithelial cell apical/basal polarity///response to ethanol///negative regulation of neuron differentiation///positive regulation of neuron differentiation///positive regulation of translation///negative regulation of cell size///GTP metabolic process///positive regulation of alpha-beta T cell differentiation///neuron projection morphogenesis///regulation of dendrite development///negative chemotaxis///response to glucocorticoid///positive regulation of stress fiber assembly///regulation of focal adhesion assembly///regulation of calcium ion transport///Wnt signaling pathway, planar cell polarity pathway///positive regulation of lipase activity///trabecula morphogenesis///regulation of microtubule cytoskeleton organization///cellular response to lipopolysaccharide///cellular response to cytokine stimulus///positive regulation of podosome assembly///positive regulation of protein serine/threonine kinase activity///negative regulation of cell migration involved in sprouting angiogenesis///mitotic spindle assembly///negative regulation of oxidative phosphorylation///motor neuron apoptotic process///endothelial tube lumen extension///regulation of modification of postsynaptic structure///positive regulation of NIK/NF-kappaB signaling///skeletal muscle satellite cell migration///negative regulation of reactive oxygen species biosynthetic process///mitotic cleavage furrow formation///positive regulation of vascular associated smooth muscle contraction///negative regulation of vascular associated smooth muscle cell proliferation///negative regulation of vascular associated smooth muscle cell migration///positive regulation of leukocyte adhesion to vascular endothelial cell///regulation of modification of postsynaptic actin cytoskeleton///cellular response to chemokine///regulation of neural precursor cell proliferation///positive regulation of T cell migration///negative regulation of motor neuron apoptotic process",nucleus///endosome///endoplasmic reticulum membrane///cytosol///cytoskeleton///plasma membrane///focal adhesion///cell cortex///lamellipodium///cell junction///axon///midbody///secretory granule membrane///extrinsic component of cytoplasmic side of plasma membrane///cytoplasmic vesicle///vesicle///cleavage furrow///ruffle membrane///cell projection///dendritic spine///apical junction complex///extracellular exosome///cell periphery///postsynapse///glutamatergic synapse///ficolin-1-rich granule membrane,0.204545455,387,10,39,0.001380478,0.003611731,29374,387,1,1,0.000808081,0.000136104
944,2335,944,FN1,2335,Homo sapiens,fibronectin 1(FN1),0.88820297,FN1,Fibronectin 1,Protein Coding,P02751,63,GC02M215360,74.27350616,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1,2335,FN1,fibronectin 1,CIG|ED-B|FINC|FN|FNZ|GFND|GFND2|LETS|MSF|SMDCF,protein-coding,ENSG00000115414,active,NC_000002.12,215360440,215436167,negative,9208,GO:0002020///GO:0005102///GO:0005178///GO:0005201///GO:0005515///GO:0005518///GO:0008022///GO:0008201///GO:0016504///GO:0019899///GO:0042802///GO:0043394///GO:0051087///GO:0097718,GO:0001525///GO:0001932///GO:0006953///GO:0007044///GO:0007155///GO:0007160///GO:0007161///GO:0007229///GO:0007399///GO:0007507///GO:0008284///GO:0008360///GO:0009611///GO:0010628///GO:0010952///GO:0014068///GO:0018149///GO:0033622///GO:0034446///GO:0035987///GO:0045773///GO:0048146///GO:0051702///GO:0070372///GO:0070527///GO:0071635///GO:0072378///GO:0150102///GO:1901166///GO:1904237,GO:0005576///GO:0005577///GO:0005604///GO:0005615///GO:0005788///GO:0005793///GO:0005886///GO:0016324///GO:0031012///GO:0031093///GO:0062023///GO:0070062///GO:0072562,protease binding///signaling receptor binding///integrin binding///extracellular matrix structural constituent///protein binding///collagen binding///protein C-terminus binding///heparin binding///peptidase activator activity///enzyme binding///identical protein binding///proteoglycan binding///chaperone binding///disordered domain specific binding,"angiogenesis///regulation of protein phosphorylation///acute-phase response///cell-substrate junction assembly///cell adhesion///cell-matrix adhesion///calcium-independent cell-matrix adhesion///integrin-mediated signaling pathway///nervous system development///heart development///positive regulation of cell population proliferation///regulation of cell shape///response to wounding///positive regulation of gene expression///positive regulation of peptidase activity///positive regulation of phosphatidylinositol 3-kinase signaling///peptide cross-linking///integrin activation///substrate adhesion-dependent cell spreading///endodermal cell differentiation///positive regulation of axon extension///positive regulation of fibroblast proliferation///biological process involved in interaction with symbiont///regulation of ERK1 and ERK2 cascade///platelet aggregation///negative regulation of transforming growth factor beta production///blood coagulation, fibrin clot formation///negative regulation of monocyte activation///neural crest cell migration involved in autonomic nervous system development///positive regulation of substrate-dependent cell migration, cell attachment to substrate",extracellular region///fibrinogen complex///basement membrane///extracellular space///endoplasmic reticulum lumen///endoplasmic reticulum-Golgi intermediate compartment///plasma membrane///apical plasma membrane///extracellular matrix///platelet alpha granule lumen///collagen-containing extracellular matrix///extracellular exosome///blood microparticle,0.1875,2335,15,149,0.004535975,0.026160921,579272,2335,1,1,0.000808081,0.000134576
1654,5579,1654,PRKCB,5579,Homo sapiens,protein kinase C beta(PRKCB),0.68714963,PRKCB,Protein Kinase C Beta,Protein Coding,P05771,62,GC16P096397,47.08573914,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCB,5579,PRKCB,protein kinase C beta,PKC-beta|PKCB|PKCI(2)|PKCbeta|PRKCB1|PRKCB2,protein-coding,ENSG00000166501,active,NC_000016.10,23835983,24220611,positive,8010,GO:0003682///GO:0004674///GO:0004697///GO:0004698///GO:0005080///GO:0005246///GO:0005515///GO:0005524///GO:0008270///GO:0030374///GO:0035403///GO:0042393///GO:0050681///GO:0106310,GO:0002250///GO:0006325///GO:0006357///GO:0006468///GO:0006816///GO:0006874///GO:0006915///GO:0007077///GO:0007165///GO:0010827///GO:0010829///GO:0016570///GO:0018105///GO:0030949///GO:0035556///GO:0042113///GO:0042953///GO:0043123///GO:0043687///GO:0045766///GO:0045893///GO:0046627///GO:0050853///GO:0050861///GO:0051092///GO:0071322///GO:0099171///GO:2000300,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005886///GO:0008091///GO:0044305///GO:0070062///GO:0099523,chromatin binding///protein serine/threonine kinase activity///protein kinase C activity///calcium-dependent protein kinase C activity///protein kinase C binding///calcium channel regulator activity///protein binding///ATP binding///zinc ion binding///nuclear receptor coactivator activity///histone H3T6 kinase activity///histone binding///nuclear androgen receptor binding///protein serine kinase activity,adaptive immune response///chromatin organization///regulation of transcription by RNA polymerase II///protein phosphorylation///calcium ion transport///cellular calcium ion homeostasis///apoptotic process///mitotic nuclear membrane disassembly///signal transduction///regulation of glucose transmembrane transport///negative regulation of glucose transmembrane transport///histone modification///peptidyl-serine phosphorylation///positive regulation of vascular endothelial growth factor receptor signaling pathway///intracellular signal transduction///B cell activation///lipoprotein transport///positive regulation of I-kappaB kinase/NF-kappaB signaling///post-translational protein modification///positive regulation of angiogenesis///positive regulation of DNA-templated transcription///negative regulation of insulin receptor signaling pathway///B cell receptor signaling pathway///positive regulation of B cell receptor signaling pathway///positive regulation of NF-kappaB transcription factor activity///cellular response to carbohydrate stimulus///presynaptic modulation of chemical synaptic transmission///regulation of synaptic vesicle exocytosis,nucleus///nucleoplasm///cytoplasm///cytosol///plasma membrane///spectrin///calyx of Held///extracellular exosome///presynaptic cytosol,0.180555556,5579,14,37,0.001119827,0.001641168,46116,5579,2,1,0.001077006,0.000133623
314,817,314,CAMK2D,817,Homo sapiens,calcium/calmodulin dependent protein kinase II delta(CAMK2D),0.57289761,CAMK2D,Calcium/Calmodulin Dependent Protein Kinase II Delta,Protein Coding,Q13557,60,GC04M113418,30.79817963,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2D,817,CAMK2D,calcium/calmodulin dependent protein kinase II delta,CAMKD,protein-coding,ENSG00000145349,active,NC_000004.12,113451032,113762177,negative,7290,GO:0004674///GO:0004683///GO:0005515///GO:0005516///GO:0005524///GO:0019871///GO:0031432///GO:0042802///GO:0042803///GO:0044325///GO:0106310,GO:0001558///GO:0002026///GO:0003254///GO:0006357///GO:0006468///GO:0008016///GO:0010613///GO:0010649///GO:0010666///GO:0010880///GO:0010881///GO:0018105///GO:0018107///GO:0032469///GO:0046777///GO:0055119///GO:0060314///GO:0060341///GO:0071277///GO:0086003///GO:0086091///GO:0098901///GO:0098909///GO:1901725///GO:1901844///GO:1901897///GO:1902306///GO:1902514///GO:2000650,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005954///GO:0016020///GO:0030666///GO:0033017///GO:0042383///GO:0043005,protein serine/threonine kinase activity///calmodulin-dependent protein kinase activity///protein binding///calmodulin binding///ATP binding///sodium channel inhibitor activity///titin binding///identical protein binding///protein homodimerization activity///transmembrane transporter binding///protein serine kinase activity,regulation of cell growth///regulation of the force of heart contraction///regulation of membrane depolarization///regulation of transcription by RNA polymerase II///protein phosphorylation///regulation of heart contraction///positive regulation of cardiac muscle hypertrophy///regulation of cell communication by electrical coupling///positive regulation of cardiac muscle cell apoptotic process///regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum///regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion///peptidyl-serine phosphorylation///peptidyl-threonine phosphorylation///endoplasmic reticulum calcium ion homeostasis///protein autophosphorylation///relaxation of cardiac muscle///regulation of ryanodine-sensitive calcium-release channel activity///regulation of cellular localization///cellular response to calcium ion///cardiac muscle cell contraction///regulation of heart rate by cardiac conduction///regulation of cardiac muscle cell action potential///regulation of cardiac muscle cell action potential involved in regulation of contraction///regulation of histone deacetylase activity///regulation of cell communication by electrical coupling involved in cardiac conduction///regulation of relaxation of cardiac muscle///negative regulation of sodium ion transmembrane transport///regulation of calcium ion transmembrane transport via high voltage-gated calcium channel///negative regulation of sodium ion transmembrane transporter activity,nucleus///nucleoplasm///cytoplasm///cytosol///calcium- and calmodulin-dependent protein kinase complex///membrane///endocytic vesicle membrane///sarcoplasmic reticulum membrane///sarcolemma///neuron projection,0.2,817,13,23,0.000751936,0.001538923,28996,817,2,1,0.001077006,0.000123403
313,815,313,CAMK2A,815,Homo sapiens,calcium/calmodulin dependent protein kinase II alpha(CAMK2A),0.5541659,CAMK2A,Calcium/Calmodulin Dependent Protein Kinase II Alpha,Protein Coding,Q9UQM7,66,GC05M150219,45.56355286,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2A,815,CAMK2A,calcium/calmodulin dependent protein kinase II alpha,CAMKA|CaMKIINalpha|CaMKIIalpha|MRD53|MRT63,protein-coding,ENSG00000070808,active,NC_000005.10,150219491,150290130,negative,5169,GO:0004674///GO:0004683///GO:0005515///GO:0005516///GO:0005524///GO:0016301///GO:0035254///GO:0042802///GO:0042803///GO:0046872///GO:0106310,GO:0000082///GO:0002931///GO:0006468///GO:0006816///GO:0010666///GO:0018105///GO:0035458///GO:0038166///GO:0046427///GO:0046777///GO:0046928///GO:0048168///GO:0051092///GO:0051346///GO:0051928///GO:0060996///GO:1902108///GO:1990443///GO:2000124///GO:2001222,GO:0005634///GO:0005654///GO:0005737///GO:0005739///GO:0005829///GO:0005954///GO:0014069///GO:0030666///GO:0043005///GO:0043197,protein serine/threonine kinase activity///calmodulin-dependent protein kinase activity///protein binding///calmodulin binding///ATP binding///kinase activity///glutamate receptor binding///identical protein binding///protein homodimerization activity///metal ion binding///protein serine kinase activity,G1/S transition of mitotic cell cycle///response to ischemia///protein phosphorylation///calcium ion transport///positive regulation of cardiac muscle cell apoptotic process///peptidyl-serine phosphorylation///cellular response to interferon-beta///angiotensin-activated signaling pathway///positive regulation of receptor signaling pathway via JAK-STAT///protein autophosphorylation///regulation of neurotransmitter secretion///regulation of neuronal synaptic plasticity///positive regulation of NF-kappaB transcription factor activity///negative regulation of hydrolase activity///positive regulation of calcium ion transport///dendritic spine development///regulation of mitochondrial membrane permeability involved in apoptotic process///peptidyl-threonine autophosphorylation///regulation of endocannabinoid signaling pathway///regulation of neuron migration,nucleus///nucleoplasm///cytoplasm///mitochondrion///cytosol///calcium- and calmodulin-dependent protein kinase complex///postsynaptic density///endocytic vesicle membrane///neuron projection///dendritic spine,0.2,815,14,29,0.000939867,0.002494053,33236,815,2,1,0.001077006,0.000119368
690,1778,690,DYNC1H1,1778,Homo sapiens,dynein cytoplasmic 1 heavy chain 1(DYNC1H1),0.58576386,DYNC1H1,Dynein Cytoplasmic 1 Heavy Chain 1,Protein Coding,Q14204,58,GC14P116947,62.0538826,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1H1,1778,DYNC1H1,dynein cytoplasmic 1 heavy chain 1,CMT2O|DHC1|DHC1a|DNCH1|DNCL|DNECL|DYHC|Dnchc1|HL-3|SMALED1|p22,protein-coding,ENSG00000197102,active,NC_000014.9,101964573,102056443,positive,19940,GO:0003723///GO:0005515///GO:0005524///GO:0008569///GO:0045505///GO:0051959,GO:0000278///GO:0007018///GO:0007052///GO:0007097///GO:0008090///GO:0031122///GO:0032388///GO:0033962///GO:0034063///GO:0051293///GO:0051301///GO:0060236///GO:0072382///GO:0090235///GO:0120162///GO:1905832,GO:0005576///GO:0005813///GO:0005829///GO:0005868///GO:0005874///GO:0005881///GO:0005938///GO:0016020///GO:0030175///GO:0030286///GO:0035578///GO:0070062///GO:1904115,RNA binding///protein binding///ATP binding///minus-end-directed microtubule motor activity///dynein intermediate chain binding///dynein light intermediate chain binding,mitotic cell cycle///microtubule-based movement///mitotic spindle organization///nuclear migration///retrograde axonal transport///cytoplasmic microtubule organization///positive regulation of intracellular transport///P-body assembly///stress granule assembly///establishment of spindle localization///cell division///regulation of mitotic spindle organization///minus-end-directed vesicle transport along microtubule///regulation of metaphase plate congression///positive regulation of cold-induced thermogenesis///positive regulation of spindle assembly,extracellular region///centrosome///cytosol///cytoplasmic dynein complex///microtubule///cytoplasmic microtubule///cell cortex///membrane///filopodium///dynein complex///azurophil granule lumen///extracellular exosome///axon cytoplasm,0.142857143,1778,15,39,0.001165113,0.003266599,89680,1778,3,1,0.001410437,0.000118026
